nodes,distance
"[11907257852, 84785560]",7.547023
"[84785560, 104824111]",6.632733
"[84785560, 104824111]",6.782403
"[84785560, 104824111]",6.167736
"[84785560, 104824111]",4.953801
"[104824111, 6586912734]",2.407825
"[6586912735, 84785559]",4.47819
"[6586912735, 84785559]",3.263344
"[6586912735, 84785559]",3.795366
"[6586912735, 84785559]",2.580509
"[84785559, 84785558]",3.414229
"[84785559, 84785558]",2.882362
"[84785559, 84785558]",1.516715
"[84785559, 84785558]",0.985281
"[84785559, 84785558]",0.151867
"[84785559, 84785558]",0.532184
"[84785559, 84785558]",0.151867
"[84785559, 84785558]",0.382476
"[84785559, 84785558]",1.064367
"[84785559, 84785558]",1.516715
"[84785558, 104770002]",1.147427
"[84785558, 104770002]",0.532184
"[84785558, 104770002]",1.446393
"[84785558, 104770002]",0.914303
"[84785558, 104770002]",0.914303
"[6596797535, 104770002]",1.446393
"[6596797535, 104770002]",2.811321
"[6596797541, 6596797540]",0.244612
"[6596797535, 104770002]",4.489221
"[1497603130, 6596797535]",4.107206
"[1497603130, 6596797535]",2.660918
"[1497603130, 1497603128]",1.446393
"[1497603130, 1497603128]",2.279157
"[1497603128, 317968620]",0.0
"[1497603128, 1497603123]",1.741287
"[84798026, 8932529787]",3.414229
"[1497603128, 1497603123]",3.999489
"[8932529787, 84798025]",4.248038
"[8932529787, 84798025]",4.399063
"[84798025, 1497603121]",1.087088
"[84798025, 1497603121]",0.764952
"[1497603121, 84798024]",2.826591
"[1497603121, 84798024]",4.05755
"[1497603118, 1497603115]",3.01169
"[84798024, 84798023]",3.720191
"[84798024, 84798023]",1.46039
"[84798024, 84798023]",1.557086
"[84798023, 84796872]",0.760625
"[84798023, 84796872]",0.86061
"[84796870, 4491335813]",1.247456
"[84796872, 84796870]",3.800866
"[84796873, 84796872]",6.377203
"[84796873, 84796872]",4.579759
"[6601411960, 104768132]",3.430505
"[6601411960, 104768132]",3.222596
"[6601411960, 104768132]",0.727683
"[6601411960, 104768132]",6.550082
"[6045788863, 3301694905]",7.307724
"[6045788865, 84782622]",8.032028
"[6045788865, 84782622]",8.653773
"[11539356700, 6045788865]",2.878509
"[11539356700, 6045788865]",0.332136
"[6045788865, 84787075]",6.149295
"[6045788865, 84787075]",5.941944
"[6045788865, 84787075]",6.252984
"[6045788865, 84787075]",7.297854
"[6045788865, 84787075]",7.608857
"[6045788865, 84787075]",9.1721
"[6045788865, 84787075]",8.861084
"[6045788865, 84787075]",10.83903
"[6045788864, 84787075]",7.973967
"[6045788864, 84787075]",1.77139
"[6045788864, 84787075]",3.654971
"[6045788864, 84787075]",8.52735
"[1497570487, 84787075]",12.388432
"[1497570487, 84787075]",13.1212
"[1497570487, 84787075]",13.224974
"[1497570487, 84787075]",14.995657
"[1497570487, 84787075]",15.722128
"[1497570487, 84787075]",15.099431
"[1497570487, 84787075]",15.203208
"[1497570487, 84787075]",13.6401
"[1497570487, 6641473260]",10.72792
"[6641473260, 104767698]",10.188163
"[6641473260, 104767698]",8.964749
"[6641473260, 104767698]",7.71254
"[6641473260, 104767698]",8.446492
"[6641473260, 104767698]",4.897147
"[6641473260, 104767698]",5.112995
"[6641473260, 104767698]",5.527368
"[6641473260, 104767698]",5.838283
"[6641473260, 104767698]",4.275065
"[6641473260, 104767698]",4.171432
"[6641473260, 104767698]",1.874457
"[104767698, 6644181816]",1.663929
"[11347697026, 104767698]",0.623728
"[11347697026, 104767698]",0.623728
"[11347697026, 104767698]",0.0
"[11347697026, 104767698]",0.519774
"[11347697026, 104767698]",0.103955
"[11347697026, 104767698]",0.831638
"[11347697026, 104767698]",1.666956
"[11347697026, 104767698]",2.289682
"[11347697026, 104767698]",3.120606
"[11347697026, 104767698]",2.39352
"[104768131, 11347697026]",0.519774
"[104768131, 11347697026]",0.415819
"[104768131, 11347697026]",0.935592
"[104768131, 11347697026]",0.0
"[5701485499, 6603858999]",0.661865
"[5701485499, 6603858999]",0.330933
"[5701485499, 6603858999]",0.86061
"[5701485499, 6603858999]",1.42212
"[10583987392, 10583987399]",2.381521
"[5701485499, 6603858999]",1.521251
"[5701485499, 6603858999]",1.19076
"[5701485499, 6603858999]",1.752973
"[10583987391, 10583987392]",2.051244
"[11335293279, 5701485499]",0.86061
"[11335293279, 5701485499]",0.760625
"[11335293279, 5701485499]",0.564972
"[11335293279, 5701485499]",0.760625
"[11335293279, 5701485499]",0.992798
"[11335293279, 5701485499]",1.19076
"[11335293279, 5701485499]",1.32373
"[11335293279, 5701485499]",1.290915
"[11335293279, 5701485499]",0.86061
"[11335293279, 5701485499]",1.851899
"[11335293279, 5701485499]",1.521251
"[11335293279, 5701485499]",0.992798
"[1497570415, 6644282410]",2.182633
"[1497570415, 6644282410]",3.175085
"[1497570415, 6644282410]",5.062073
"[1497570415, 6644282410]",5.920667
"[1497570415, 6644282410]",6.913333
"[1497570415, 6644282410]",6.153109
"[1497570415, 6644282410]",4.167701
"[1497570415, 6644282410]",2.745645
"[1497570415, 6644282410]",0.564972
"[1497570415, 6644282410]",0.330933
"[1497570415, 6644282410]",0.430305
"[6644282410, 309642113]",0.661865
"[6644282410, 309642113]",1.521251
"[6644282408, 309642113]",0.760625
"[10584029029, 9966237343]",3.309325
"[9966237343, 9966237344]",1.620986
"[9966237343, 9966237344]",5.854045
"[9966237343, 9966237344]",9.127505
"[9966237343, 9966237344]",8.135872
"[9966237343, 9966237344]",9.557555
"[9966237343, 9966237344]",13.989909
"[9966237343, 9966237344]",10.31818
"[9966237343, 9966237344]",8.565998
"[9966237343, 9966237344]",1.620986
"[9966237345, 9966237344]",1.620986
"[11443034703, 11435116572]",0.0
"[11443034704, 11443034703]",0.838975
"[11443034704, 11443034703]",0.207909
"[11443034704, 11443034703]",0.0
"[11443034704, 11443034703]",0.103955
"[11443034704, 11443034703]",0.838975
"[11435098061, 11435116595]",1.148849
"[6644906347, 98010332]",2.345773
"[10146964677, 8184606199]",8.928805
"[10146964675, 5703788560]",6.892417
"[5703788560, 5703788561]",8.062219
"[8184606301, 8184606211]",4.332856
"[5703788563, 5703788564]",4.167701
"[11974544808, 8338571093]",6.296264
"[8997860586, 8184606239]",11.807811
"[8184606239, 8184606195]",13.095801
"[8184606239, 8184606195]",11.673724
"[8184606239, 8184606195]",10.715308
"[8184606239, 8184606195]",9.920924
"[8184606239, 8184606195]",11.342975
"[8184606191, 8184606192]",0.696048
"[10142026266, 8184606167]",1.426601
"[10142026266, 8184606167]",6.712211
"[11449233368, 8184606164]",10.285679
"[11449233368, 8184606164]",10.616522
"[11449233367, 11449233366]",4.766793
"[11449233368, 8184606232]",0.531434
"[6646826309, 75618029]",4.78844
"[6646826309, 75618029]",0.454885
"[6646826309, 75618029]",2.514256
"[8184202960, 8178544881]",1.257128
"[8184202960, 4022966513]",3.572281
"[8184202960, 4022966513]",2.711957
"[8184202960, 4022966513]",3.241971
"[8178544883, 8178544882]",4.464402
"[8178544883, 8178544882]",3.373122
"[8178544883, 8178544882]",1.42212
"[8178544883, 8178544882]",3.175085
"[8178544883, 8178544882]",4.563752
"[8178544883, 8178544882]",3.803127
"[8178544883, 8178544882]",5.456584
"[8178544883, 8178544882]",6.97772
"[8178544883, 8178544882]",4.795101
"[11455539077, 8178544883]",1.270443
"[8178544884, 11455539077]",0.151867
"[8178544885, 8178544884]",2.274426
"[8347890322, 8178544886]",0.244612
"[8347890322, 8178544886]",1.530235
"[11379754650, 11379754649]",1.286863
"[11379754650, 11379754649]",0.591316
"[11379754650, 11379754649]",3.58605
"[8178544909, 8178544908]",3.102751
"[11379754650, 11379754649]",4.176288
"[8178544909, 8178544908]",3.692147
"[8178544909, 8178544908]",2.436168
"[8178544909, 8178544908]",3.132216
"[8178544909, 8178544908]",3.798508
"[8178544909, 8178544908]",2.088144
"[8178544909, 8178544908]",0.938997
"[8178544909, 8178544908]",2.890038
"[8178544909, 8178544908]",6.824091
"[8178544909, 8178544908]",5.674137
"[8178544909, 8178544908]",5.432077
"[8178544909, 8178544908]",4.630087
"[8178544910, 8178544911]",1.927489
"[6689685038, 98010040]",3.188601
"[6689685038, 98010040]",0.961437
"[11455539086, 8173724262]",1.290915
"[11455539086, 8173724262]",2.555586
"[8173724263, 8173724264]",8.458297
"[8173724263, 8173724264]",9.396647
"[8173724263, 8173724264]",9.60819
"[8173724263, 8173724264]",10.092695
"[8173724263, 8173724264]",11.938518
"[8173724263, 8173724264]",12.39233
"[8173724263, 8173724264]",12.982586
"[8173724263, 8173724264]",14.722701
"[8173724263, 8173724264]",14.96503
"[8173724263, 8173724264]",10.788743
"[8173724263, 8173724264]",10.546428
"[8173724263, 8173724264]",11.832815
"[8173724263, 8173724264]",11.938518
"[8173724263, 8173724264]",10.788743
"[8173724263, 8173724264]",12.39233
"[8173724252, 8173724268]",6.945147
"[8173724252, 8173724268]",6.845628
"[8173724252, 8173724268]",4.332856
"[8173724252, 8173724268]",4.795101
"[8173724252, 8173724268]",0.103955
"[8176640924, 6667971294]",3.60473
"[8176640924, 6667971294]",1.752973
"[8176640924, 6667971294]",3.703798
"[8173724269, 8173724236]",3.703798
"[8173724269, 8173724236]",3.373122
"[8173724269, 8173724236]",2.51342
"[8173724269, 8173724236]",0.330933
"[8173724269, 8173724236]",0.103955
"[8173724269, 8173724236]",0.661865
"[8173724269, 8173724236]",1.19076
"[8173724235, 8173724234]",1.912379
"[8173724235, 8173724234]",3.740479
"[8173724248, 98009339]",4.070764
"[8173724191, 10555858436]",2.355877
"[8173724228, 8173724191]",1.620986
"[8173724192, 8173724228]",0.531434
"[8173724192, 8173724228]",2.381521
"[8173724192, 8173724228]",2.811734
"[8173724192, 8173724228]",2.381521
"[8173724192, 8173724228]",3.902697
"[8173724192, 8173724228]",8.004979
"[8173724192, 8173724228]",7.674685
"[8173724192, 8173724228]",7.674685
"[8173724192, 8173724228]",7.474955
"[8173724192, 8173724228]",5.953802
"[8173724192, 8173724228]",6.18453
"[8173724194, 8173724195]",5.315187
"[8173724195, 8173724196]",0.563236
"[8173724195, 8173724196]",0.0
"[6662289410, 421501417]",2.330745
"[6662289410, 421501417]",0.110712
"[6662289410, 421501417]",1.286863
"[7202796985, 421501417]",3.132216
"[8173724141, 8173724181]",4.146423
"[7202796985, 421501417]",4.070764
"[8173724141, 8173724181]",2.784192
"[8173724141, 8173724181]",2.648309
"[8173724141, 8173724181]",2.088144
"[8173724141, 8173724181]",1.952555
"[8173724141, 8173724181]",3.798508
"[8173724141, 8173724181]",6.582152
"[8173724141, 8173724181]",7.036329
"[8173724141, 8173724181]",6.824091
"[8173724141, 8173724181]",6.930138
"[8173724141, 8173724181]",6.340418
"[8173724141, 8173724181]",3.58605
"[8173724141, 8173724181]",3.238042
"[8173724141, 8173724181]",3.93406
"[8173724141, 8173724181]",3.93406
"[8173724141, 8173724181]",4.60082
"[8173724141, 8173724181]",5.538221
"[8173724141, 8173724181]",6.128079
"[8173724141, 8173724181]",8.322115
"[8173724141, 8173724181]",7.626121
"[8173724142, 8173724181]",6.930138
"[10130015839, 10291755881]",6.417505
"[6662289414, 98009584]",2.151525
"[6662289414, 98009584]",2.381521
"[8176641133, 8176641115]",3.026739
"[8176641133, 8176641115]",4.524312
"[8176641133, 8176641115]",6.264431
"[8176641133, 8176641115]",8.806319
"[8176641133, 8176641115]",6.960479
"[8176641133, 8176641115]",5.674137
"[8176641133, 8176641115]",4.524312
"[8176641133, 8176641115]",3.026739
"[8176641133, 8176641113]",2.088144
"[8176641133, 8176641113]",0.348024
"[8176641133, 8176641113]",1.846074
"[8176641133, 8176641113]",2.784192
"[8176641133, 8176641113]",6.612455
"[8176641133, 8176641113]",5.357477
"[8176641133, 8176641113]",7.097496
"[8176641133, 8176641113]",6.612455
"[8176641133, 8176641113]",6.401482
"[8176641133, 8176641113]",7.202922
"[8176641113, 8176641110]",6.718194
"[8176641113, 8176641110]",6.158863
"[8176641113, 8176641110]",5.462826
"[8176641113, 8176641110]",4.524312
"[8176641113, 8176641110]",4.070764
"[8176641113, 8176641110]",3.48024
"[8176641113, 8176641110]",4.070764
"[8176641113, 8176641110]",4.630087
"[8176641113, 8176641110]",4.978103
"[8176641113, 8176641110]",5.810844
"[5706922873, 5706922874]",5.633981
"[5706922873, 5706922874]",5.425625
"[8176641110, 8176641109]",5.916407
"[8176641110, 8176641109]",5.568383
"[8176641110, 8176641109]",4.766793
"[8176641110, 8176641109]",4.418778
"[8176641110, 8176641109]",4.282073
"[8176641131, 8176641109]",4.66149
"[8176641131, 8176641109]",4.524312
"[5706922873, 5706922874]",5.633981
"[8176641131, 5706922874]",2.413917
"[8176641131, 5706922874]",2.944227
"[8176641131, 5706922874]",7.447738
"[8176641131, 8176641101]",8.458297
"[8176641131, 8176641101]",6.370175
"[8176641131, 8176641101]",5.32612
"[8176641131, 8176641101]",3.238042
"[8176641131, 8176641101]",3.374744
"[8176641131, 8176641101]",3.132216
"[8176641131, 8176641101]",3.374744
"[8176641131, 8176641101]",5.114809
"[8176641103, 8176641102]",7.520109
"[8176641089, 8176641104]",7.014357
"[8176641089, 8176641104]",4.989273
"[8176641089, 8176641104]",3.624554
"[8176641129, 8176641089]",2.943205
"[8176641129, 8176641089]",0.0
"[8176641129, 8176641089]",0.430305
"[8176641129, 8176641089]",1.752973
"[8176641129, 8176641089]",3.836818
"[8176641129, 8176641089]",0.0
"[8176641129, 8176641089]",0.235549
"[8176641129, 8176641089]",0.531434
"[8176641129, 8176641089]",1.521251
"[6662289419, 2367210992]",1.654663
"[6662289419, 2367210992]",1.951348
"[6662289419, 2367210992]",2.51342
"[8176641129, 8176641089]",2.51342
"[8176641129, 8176641089]",1.091317
"[8176641129, 8176641089]",1.654663
"[8176641129, 8176641089]",1.19076
"[6662289419, 2367210992]",2.281876
"[5706922870, 2367210992]",2.281876
"[10130011675, 8194665275]",0.661865
"[10130011675, 8194665275]",0.992798
"[10130011675, 8194665275]",0.661865
"[10130011675, 8194665275]",0.760625
"[10130011675, 8194665275]",0.235549
"[10130011675, 8194665275]",1.19076
"[10130011675, 8194665275]",0.330933
"[10130011675, 8194665275]",1.851899
"[10130011675, 8194665275]",2.844241
"[10130011675, 8194665275]",2.612506
"[10130011675, 8194665275]",2.182633
"[8194665274, 2367211002]",1.286863
"[10130011687, 10130011686]",0.303735
"[10130011689, 8194665273]",4.034516
"[10130011689, 8194665273]",2.612506
"[10130011689, 8194665273]",1.752973
"[10130011689, 8194665273]",0.992798
"[10130011689, 8194665273]",1.620986
"[8194665273, 5706922882]",1.392096
"[8194665273, 8194665228]",0.235549
"[8194665273, 8194665228]",1.32373
"[8194665270, 102996451]",0.895508
"[8194665270, 102996451]",0.0
"[8194665273, 8194665228]",1.620986
"[8194665270, 102996451]",1.620986
"[8194665270, 8194665269]",1.952555
"[11224700095, 8194665270]",2.844241
"[11224700095, 8194665270]",5.258918
"[11224700095, 11224700092]",3.651745
"[11224700095, 11224700092]",1.044072
"[11224700095, 11224700092]",1.426601
"[11224700095, 11224700092]",5.078043
"[8184177155, 11224700094]",5.64454
"[8184177154, 8184177155]",3.974558
"[8184177154, 8184177155]",2.984413
"[8184177153, 8184177154]",0.471098
"[8194665267, 8184177152]",3.472573
"[8194665267, 8184177152]",3.373122
"[8194665267, 8184177152]",3.373122
"[8194665267, 8184177152]",3.803127
"[8194665267, 8184177152]",4.432716
"[8194665267, 8184177152]",3.042502
"[8194665267, 8184177152]",3.241971
"[8194665267, 8184177152]",2.811734
"[8194665267, 8184177152]",1.951348
"[8194665267, 8184177152]",2.182633
"[8194665267, 8184177152]",1.951348
"[8194665169, 102994445]",1.492784
"[8194665169, 102994445]",1.821872
"[8194665169, 102994445]",2.985568
"[8194665169, 102994445]",2.682419
"[8194665169, 102994445]",1.821872
"[8194665169, 102994445]",1.72122
"[8194665169, 102994445]",0.760625
"[8194665169, 102994445]",0.633478
"[8194665169, 102994445]",0.103955
"[8194665169, 102994445]",0.531434
"[8194665169, 102994445]",2.353043
"[8194665169, 8194665167]",1.126472
"[8194665169, 8194665167]",4.309828
"[8194665167, 8194665150]",3.764407
"[8194665167, 8194665150]",4.571516
"[8194665169, 102994900]",2.783254
"[8194665163, 102994900]",1.553449
"[8194665163, 102994900]",1.553449
"[11219839357, 102994900]",3.188601
"[11219839357, 102994900]",4.251469
"[8194665129, 8194665130]",5.009439
"[8194665164, 8194665129]",3.314472
"[11219839357, 8194665164]",0.454885
"[11219839357, 8194665164]",3.16206
"[10282179338, 8194665164]",5.527998
"[10282179338, 8194665164]",4.731148
"[10282179338, 8194665164]",5.197072
"[10282179338, 8194665128]",3.155229
"[8194665128, 8194665127]",2.061455
"[8194665126, 8194665125]",1.217831
"[8194665125, 8194665124]",2.00363
"[8194665125, 8194665124]",0.781924
"[10282179341, 102992081]",2.785312
"[10282179341, 102992081]",2.223977
"[10282179341, 102992081]",1.673642
"[10282179341, 102992081]",1.893551
"[10282179341, 102992081]",1.893551
"[10282179341, 102992081]",2.548494
"[10282179344, 102992081]",2.554847
"[10282179344, 102992081]",1.22226
"[10282179344, 102992081]",5.559943
"[10282179344, 102992081]",7.112961
"[8344828741, 5709918007]",7.664541
"[8344828741, 5709918007]",6.111298
"[5709918007, 2367195609]",5.55119
"[5709918007, 2367195609]",4.558193
"[5709918007, 2367195609]",4.668455
"[2367195609, 102992081]",0.519774
"[10282179340, 2367195609]",7.002682
"[10282179340, 2367195609]",7.894154
"[10282179340, 2367195609]",8.344935
"[10282179340, 2367195609]",6.341327
"[10282179340, 2367195609]",4.889038
"[10282179340, 2367195609]",6.231161
"[10282179340, 2367195609]",7.783921
"[10282179341, 102992081]",5.119203
"[10282179341, 102992081]",0.110712
"[10282179341, 102992081]",0.891775
"[10282179341, 6668212732]",3.677079
"[6668212732, 5709917993]",1.290915
"[6668212732, 6668212730]",1.443004
"[6668212732, 6668212730]",4.668455
"[8184177146, 8184177147]",1.426601
"[4556264519, 4556264518]",4.60082
"[4556264519, 4556264518]",2.890038
"[4556264520, 4556264519]",2.991028
"[10282179353, 8184177146]",2.223977
"[10282179353, 8184177146]",4.227551
"[10282179353, 8184177146]",8.445511
"[10282179353, 8184177146]",10.228373
"[4556264469, 4556264468]",13.13938
"[4556264469, 4556264468]",11.32631
"[4556264469, 4556264468]",10.735666
"[4556264470, 4556264469]",9.387948
"[4556264470, 4556264469]",8.104895
"[4556264470, 4556264469]",8.345108
"[10282179353, 8184177160]",10.338626
"[10282179353, 8184177160]",7.223253
"[10282179353, 8184177160]",7.002682
"[10282179353, 8184177160]",5.559943
"[10282179353, 8184177160]",4.778737
"[10282179353, 8184177160]",1.332604
"[10282179353, 8184177160]",1.001815
"[10282179353, 8184177160]",0.672356
"[10282179353, 8184177160]",0.221424
"[10282179353, 8184177160]",1.111989
"[10282179353, 8184177160]",1.22226
"[10282179353, 8184177160]",1.893551
"[10282179353, 8184177160]",2.113776
"[10282179353, 8184177160]",2.895354
"[10282179352, 8990709059]",5.330414
"[10282179352, 8990709059]",4.889038
"[10282179352, 8990709059]",1.995524
"[10282179352, 8990709059]",2.444519
"[10282179352, 8990709059]",2.886008
"[10282179352, 8990709059]",4.329012
"[10282179352, 8990709059]",3.887446
"[10282179352, 8990709059]",4.218595
"[10282179352, 8990709059]",4.439443
"[10282179352, 8990709059]",3.217369
"[10282179352, 8990709059]",3.55648
"[10282179353, 8184177160]",5.449726
"[10282179353, 8184177160]",4.778737
"[10282179353, 8184177160]",4.117391
"[10282179353, 8184177160]",3.666779
"[10282179352, 8990709059]",5.220047
"[10282179352, 8990709059]",5.440795
"[10282179353, 8184177160]",4.999358
"[10282179353, 8184177160]",4.558193
"[10282179353, 8184177160]",4.33774
"[10282179353, 8184177160]",4.558193
"[10282179353, 8184177160]",4.558193
"[10282179353, 8184177160]",4.668455
"[10282179353, 8184177160]",4.668455
"[10282179353, 8184177160]",4.889038
"[10282179353, 8184177160]",4.889038
"[10282179353, 8184177160]",4.778737
"[10282179352, 8990709059]",3.666779
"[10282179352, 8990709059]",1.884971
"[10282179352, 8990709059]",0.221424
"[10282179352, 8990709059]",0.553559
"[10282179354, 10282179351]",1.22226
"[10282179354, 10282179351]",2.334227
"[10282179354, 10282179351]",2.996443
"[10282179354, 10282179351]",2.775595
"[10282179354, 10282179351]",4.108194
"[10282179352, 8990709059]",2.334227
"[10282179352, 8990709059]",2.113776
"[10282179352, 8990709059]",0.891775
"[10282179352, 8990709059]",0.672356
"[10282179352, 8990709059]",0.442848
"[10282179352, 8990709059]",0.0
"[10282179354, 10282179351]",3.446209
"[10282179354, 10282179351]",2.996443
"[10282179354, 10282179351]",1.332604
"[10282179354, 10282179351]",0.672356
"[10282179354, 10282179351]",1.111989
"[10282179354, 10282179351]",3.115581
"[10282179352, 8990709059]",2.444519
"[10282179352, 8990709059]",2.223977
"[10282179352, 8990709059]",3.335966
"[10282179354, 10282179351]",3.666779
"[10282179354, 10282179351]",4.218595
"[10282179352, 8990709059]",3.666779
"[10282179352, 8990709059]",3.777101
"[10282179354, 10282179351]",1.111989
"[10282179354, 10282179351]",1.22226
"[10282179354, 10282179351]",1.893551
"[10282179354, 10282179351]",1.332604
"[10282179354, 10282179351]",0.332136
"[10282179354, 10282179351]",3.997811
"[10282179352, 8990709059]",4.108194
"[10282179352, 8990709059]",2.996443
"[10282179352, 8990709059]",2.223977
"[10282179352, 8990709059]",2.113776
"[10282179352, 8990709059]",2.00363
"[10282179352, 8990709059]",1.553449
"[10282179352, 8990709059]",1.663929
"[10282179352, 8990709059]",1.111989
"[10282179352, 8990709059]",0.110712
"[10282179352, 8990709059]",0.672356
